CommunityName,Category,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
ST. ANDREWS HEIGHTS,Theft FROM Vehicle,2,1,1,4,2,1,2,1,1,3,3,5
ST. ANDREWS HEIGHTS,Social Disorder,11,19,13,16,13,15,22,25,24,18,13,10
ST. ANDREWS HEIGHTS,Physical Disorder,1,2,,,2,1,1,1,,,1,1
,,,,,,,,,,,,,
STARFIELD,Assault (Non-domestic),,,,,,,,,,,,
STARFIELD,Commercial Robbery,,,,,,,,,,,,
STARFIELD,Street Robbery,,,,,,,,,,,,
STARFIELD,Violence  'Other' (Non-domestic),,,,,,,,,,,,
STARFIELD,Residential Break & Enter,,,,,,,,,,,,
STARFIELD,Commercial Break & Enter,,3,,1,1,,1,2,1,1,,1
STARFIELD,Theft OF Vehicle,2,,1,,1,1,,,,2,,2
STARFIELD,Theft FROM Vehicle,1,3,1,,,,,1,1,1,,1
STARFIELD,Social Disorder,2,2,2,1,2,,5,1,,2,2,5
STARFIELD,Physical Disorder,,,,,,,,,,,1,
,,,,,,,,,,,,,
STONEGATE LANDING,Assault (Non-domestic),,,,,,,,,,1,,
STONEGATE LANDING,Commercial Robbery,,,,,,,,,,,,
STONEGATE LANDING,Street Robbery,,,,,,,,,,,,
STONEGATE LANDING,Violence  'Other' (Non-domestic),,,,,,,,,,,,
STONEGATE LANDING,Residential Break & Enter,,,,,,,,,,,,
STONEGATE LANDING,Commercial Break & Enter,,,,,,,,,,,1,
STONEGATE LANDING,Theft OF Vehicle,,,,,,,,,,,,
STONEGATE LANDING,Theft FROM Vehicle,,,,,,,,,,,,
STONEGATE LANDING,Social Disorder,,1,,2,1,3,,1,1,,1,2
STONEGATE LANDING,Physical Disorder,,,,,,2,,,1,,2,
,,,,,,,,,,,,,
STONEY 1,Assault (Non-domestic),1,,,,,,,,,,,
STONEY 1,Commercial Robbery,,,,,,,,,,,,
STONEY 1,Street Robbery,,,,,,,,,,,,
STONEY 1,Violence  'Other' (Non-domestic),,,,,,,,,,,,
STONEY 1,Residential Break & Enter,,,,,,,,,,,,
STONEY 1,Commercial Break & Enter,,,1,,,1,,,1,,2,
STONEY 1,Theft OF Vehicle,,,,,,,,,,1,2,
STONEY 1,Theft FROM Vehicle,,2,1,,1,,,,,1,,
STONEY 1,Social Disorder,2,2,4,4,1,3,1,8,7,4,2,
STONEY 1,Physical Disorder,,,1,,2,,,2,1,,,
,,,,,,,,,,,,,
STONEY 2,Assault (Non-domestic),,,,1,,,,,,,,
STONEY 2,Commercial Robbery,,,,,,,,,,,,
STONEY 2,Street Robbery,,,,,,,,,,,,
STONEY 2,Violence  'Other' (Non-domestic),,,,,,,,1,,1,,
STONEY 2,Residential Break & Enter,,,,,,,,,,,,
STONEY 2,Commercial Break & Enter,,,,,1,,2,,,,,
STONEY 2,Theft OF Vehicle,1,1,,,,1,3,,1,2,1,3
STONEY 2,Theft FROM Vehicle,3,1,3,,3,2,4,1,,1,3,1
STONEY 2,Social Disorder,4,12,9,6,7,8,11,11,9,7,9,8
STONEY 2,Physical Disorder,,2,,,3,,3,1,,2,,3
,,,,,,,,,,,,,
STONEY 3,Assault (Non-domestic),,,,,,,,,,,,
STONEY 3,Commercial Robbery,,,,,,,,,,,,
STONEY 3,Street Robbery,,,,,,,,,,,,
STONEY 3,Violence  'Other' (Non-domestic),,,,,,,,,,,,
STONEY 3,Residential Break & Enter,,,,,,,,,,,,
STONEY 3,Commercial Break & Enter,,,,,,,,,,,,
STONEY 3,Theft OF Vehicle,,,,,,,,,,,,
STONEY 3,Theft FROM Vehicle,,,,,,,,,,,,
STONEY 3,Social Disorder,,2,1,,1,,,,2,,,1
STONEY 3,Physical Disorder,,,,,,,1,,,1,,
,,,,,,,,,,,,,
STONEY 4,Assault (Non-domestic),,,,,,,,,,,,
STONEY 4,Commercial Robbery,,,,,,,,,,,,
STONEY 4,Street Robbery,,,,,,,,,,,,
STONEY 4,Violence  'Other' (Non-domestic),,,,,,,,,,,,
STONEY 4,Residential Break & Enter,,,,,,,,,,,,
STONEY 4,Commercial Break & Enter,,,1,,,,,,,1,,
STONEY 4,Theft OF Vehicle,,,,1,,,,1,,,,
STONEY 4,Theft FROM Vehicle,,,,,,,,,,,,
STONEY 4,Social Disorder,1,1,5,2,4,1,2,2,1,2,,2
STONEY 4,Physical Disorder,,,,1,1,,,1,,,,
,,,,,,,,,,,,,
STRATHCONA PARK,Assault (Non-domestic),,1,,,,,1,,,,,
STRATHCONA PARK,Commercial Robbery,,,,,,,,,,,,
STRATHCONA PARK,Street Robbery,,,,,,,,,,,,
STRATHCONA PARK,Violence  'Other' (Non-domestic),,,,,,,1,1,,,1,
STRATHCONA PARK,Residential Break & Enter,1,1,1,5,2,1,3,6,4,1,,4
STRATHCONA PARK,Commercial Break & Enter,,,,,1,1,,1,,,1,
STRATHCONA PARK,Theft OF Vehicle,1,1,,1,3,,,1,1,,1,
STRATHCONA PARK,Theft FROM Vehicle,2,1,3,6,2,5,5,6,1,3,2,3
STRATHCONA PARK,Social Disorder,10,9,7,20,14,7,11,11,16,12,10,4
STRATHCONA PARK,Physical Disorder,1,3,2,3,2,3,,1,1,4,,2
,,,,,,,,,,,,,
SUNALTA,Assault (Non-domestic),2,1,1,3,,4,1,2,,2,5,2
SUNALTA,Commercial Robbery,,1,,,,,1,,,,,
SUNALTA,Street Robbery,1,,,1,,1,,,,,,
SUNALTA,Violence  'Other' (Non-domestic),1,,1,1,,,1,1,1,,2,3
SUNALTA,Residential Break & Enter,3,1,6,,1,1,1,,2,1,1,
SUNALTA,Commercial Break & Enter,1,3,5,3,3,3,11,2,2,5,1,6
SUNALTA,Theft OF Vehicle,2,2,4,3,3,4,5,4,5,3,2,3
SUNALTA,Theft FROM Vehicle,8,5,14,4,6,3,7,6,4,12,3,9
SUNALTA,Social Disorder,47,64,80,87,92,79,82,69,70,81,57,47
SUNALTA,Physical Disorder,6,3,7,8,3,2,6,1,3,1,5,5
,,,,,,,,,,,,,
SUNDANCE,Assault (Non-domestic),,1,,,1,,,,,,,
SUNDANCE,Commercial Robbery,,,,,,,,,,,,
SUNDANCE,Street Robbery,,,,,,1,,,,1,,
SUNDANCE,Violence  'Other' (Non-domestic),,,,,,1,,,,1,,
SUNDANCE,Residential Break & Enter,,,1,,3,8,4,2,,4,1,
SUNDANCE,Commercial Break & Enter,,,,,,,,,,1,,1
SUNDANCE,Theft OF Vehicle,,1,,3,3,3,2,1,1,1,1,
SUNDANCE,Theft FROM Vehicle,,1,2,1,5,5,7,3,3,4,4,1
SUNDANCE,Social Disorder,10,12,20,11,26,27,22,40,28,19,18,24
SUNDANCE,Physical Disorder,2,,1,,1,4,,5,8,2,3,1
,,,,,,,,,,,,,
SUNNYSIDE,Assault (Non-domestic),,1,,1,,,,,,,1,
SUNNYSIDE,Commercial Robbery,,,,,,,,,,,,
SUNNYSIDE,Street Robbery,,,,,,1,2,,,,,
SUNNYSIDE,Violence  'Other' (Non-domestic),,,,,,,2,,,,,
SUNNYSIDE,Residential Break & Enter,,1,7,1,2,4,4,3,5,5,1,1
SUNNYSIDE,Commercial Break & Enter,3,2,1,1,,3,1,2,1,,5,1
SUNNYSIDE,Theft OF Vehicle,1,1,1,2,1,2,1,,1,3,2,1
SUNNYSIDE,Theft FROM Vehicle,7,3,1,4,7,8,,3,6,5,6,2
SUNNYSIDE,Social Disorder,20,17,30,40,38,38,66,51,61,35,37,30
SUNNYSIDE,Physical Disorder,2,2,2,4,4,1,4,3,,3,5,
,,,,,,,,,,,,,
SUNRIDGE,Assault (Non-domestic),11,5,9,6,3,1,5,5,4,4,7,10
SUNRIDGE,Commercial Robbery,2,,,,1,,2,,1,,1,
SUNRIDGE,Street Robbery,,,,,,,,,,,2,1
SUNRIDGE,Violence  'Other' (Non-domestic),1,1,2,1,1,2,3,2,2,1,1,1
SUNRIDGE,Residential Break & Enter,2,,,1,,,,,,,,
SUNRIDGE,Commercial Break & Enter,2,1,6,5,,,2,3,5,5,1,4
SUNRIDGE,Theft OF Vehicle,4,4,8,6,4,3,5,4,2,5,3,4
SUNRIDGE,Theft FROM Vehicle,6,12,10,11,11,4,4,2,3,6,2,5
SUNRIDGE,Social Disorder,63,72,89,67,77,62,78,96,64,70,59,64
SUNRIDGE,Physical Disorder,4,5,3,10,3,4,4,3,3,5,4,5
,,,,,,,,,,,,,
TARADALE,Assault (Non-domestic),1,4,,1,1,1,3,2,,1,1,
TARADALE,Commercial Robbery,,,,,,,,,,,,
TARADALE,Street Robbery,,,1,2,,,1,,,1,1,1
TARADALE,Violence  'Other' (Non-domestic),,2,,,,1,,1,,3,1,
TARADALE,Residential Break & Enter,2,5,6,3,,4,3,2,4,5,6,11
TARADALE,Commercial Break & Enter,,2,,1,,,,,,,,1
TARADALE,Theft OF Vehicle,4,3,10,2,2,4,2,4,6,4,9,11
TARADALE,Theft FROM Vehicle,3,6,3,7,4,6,6,4,10,11,12,13
TARADALE,Social Disorder,52,48,53,62,56,63,48,63,50,50,51,56
TARADALE,Physical Disorder,2,3,4,5,6,10,11,5,6,6,5,5
,,,,,,,,,,,,,
TEMPLE,Assault (Non-domestic),3,3,,2,1,3,2,3,2,2,1,1
TEMPLE,Commercial Robbery,1,,1,3,,1,,,,,1,
TEMPLE,Street Robbery,,,,2,1,1,1,,,1,4,
TEMPLE,Violence  'Other' (Non-domestic),4,,1,1,2,,1,,,1,,1
TEMPLE,Residential Break & Enter,1,7,6,4,5,4,5,5,10,2,5,3
TEMPLE,Commercial Break & Enter,1,1,1,2,,,1,,1,1,,1
TEMPLE,Theft OF Vehicle,3,10,6,6,6,3,6,6,5,8,7,14
TEMPLE,Theft FROM Vehicle,6,5,12,9,8,9,12,8,11,9,4,11
TEMPLE,Social Disorder,60,68,57,69,73,78,92,101,38,76,70,53
TEMPLE,Physical Disorder,5,6,5,8,8,7,8,2,6,3,10,4
,,,,,,,,,,,,,
THORNCLIFFE,Assault (Non-domestic),1,4,1,1,,2,1,3,1,3,2,1
THORNCLIFFE,Commercial Robbery,1,,1,,2,,,1,2,2,,
THORNCLIFFE,Street Robbery,,,1,2,,,,,,,,
THORNCLIFFE,Violence  'Other' (Non-domestic),1,,1,1,,1,1,,1,,,1
THORNCLIFFE,Residential Break & Enter,1,3,3,4,2,2,3,4,2,3,1,
THORNCLIFFE,Commercial Break & Enter,5,2,4,1,12,16,1,3,1,,1,1
THORNCLIFFE,Theft OF Vehicle,7,5,2,3,4,2,4,8,3,7,1,5
THORNCLIFFE,Theft FROM Vehicle,6,10,5,10,8,9,10,5,12,21,3,2
THORNCLIFFE,Social Disorder,43,51,49,39,41,53,68,79,74,52,38,37
THORNCLIFFE,Physical Disorder,3,3,4,5,4,6,4,5,2,6,2,2
,,,,,,,,,,,,,
TUSCANY,Assault (Non-domestic),,,,,1,,,,,3,1,
TUSCANY,Commercial Robbery,,,,,,,,,,,,
TUSCANY,Street Robbery,,,,,,,,,,,,2
TUSCANY,Violence  'Other' (Non-domestic),,,1,,,,,,,2,,1
TUSCANY,Residential Break & Enter,3,3,3,4,3,9,7,8,7,5,8,5
TUSCANY,Commercial Break & Enter,,1,,1,,,,,,,,
TUSCANY,Theft OF Vehicle,5,1,5,1,2,3,2,,2,3,1,
TUSCANY,Theft FROM Vehicle,9,6,6,4,23,7,9,3,6,11,16,3
TUSCANY,Social Disorder,19,20,28,33,39,38,46,45,40,31,35,41
TUSCANY,Physical Disorder,,3,3,5,5,3,5,1,2,3,1,3
,,,,,,,,,,,,,
TUXEDO PARK,Assault (Non-domestic),4,1,1,,,2,1,1,,1,1,1
TUXEDO PARK,Commercial Robbery,,,,,,,,,,,,
TUXEDO PARK,Street Robbery,,1,,,,,1,1,,,,
TUXEDO PARK,Violence  'Other' (Non-domestic),2,,1,1,2,,,1,,1,,
TUXEDO PARK,Residential Break & Enter,1,2,6,2,,3,4,6,4,4,2,1
TUXEDO PARK,Commercial Break & Enter,3,2,4,,3,1,,2,1,1,1,1
TUXEDO PARK,Theft OF Vehicle,6,5,3,1,5,1,2,2,3,3,4,3
TUXEDO PARK,Theft FROM Vehicle,11,14,5,11,8,6,9,1,5,7,6,7
TUXEDO PARK,Social Disorder,36,26,51,40,47,48,47,67,34,45,31,26
TUXEDO PARK,Physical Disorder,2,4,4,8,5,5,,7,,4,2,2
,,,,,,,,,,,,,
UNIVERSITY HEIGHTS,Assault (Non-domestic),,,1,,,,,,,1,1,
UNIVERSITY HEIGHTS,Commercial Robbery,,,,,,,,,,,,
UNIVERSITY HEIGHTS,Street Robbery,,,,,,,,,,,,
UNIVERSITY HEIGHTS,Violence  'Other' (Non-domestic),,1,,1,,,,,,,,
UNIVERSITY HEIGHTS,Residential Break & Enter,2,,1,1,,1,,,,3,,1
UNIVERSITY HEIGHTS,Commercial Break & Enter,1,,,,2,,1,1,1,,1,1
UNIVERSITY HEIGHTS,Theft OF Vehicle,1,,1,,,,3,1,,,,2
UNIVERSITY HEIGHTS,Theft FROM Vehicle,,,1,2,5,1,,,,1,2,4
UNIVERSITY HEIGHTS,Social Disorder,10,16,32,25,15,18,20,15,20,13,14,13
UNIVERSITY HEIGHTS,Physical Disorder,,1,1,,2,,,,2,1,,
,,,,,,,,,,,,,
UNIVERSITY OF CALGARY,Assault (Non-domestic),,2,1,1,1,1,,,2,,,2
UNIVERSITY OF CALGARY,Commercial Robbery,,,,,,,,,,,,
UNIVERSITY OF CALGARY,Street Robbery,,,,,,,,,,,,
UNIVERSITY OF CALGARY,Violence  'Other' (Non-domestic),,,,,1,1,,1,1,,,1
UNIVERSITY OF CALGARY,Residential Break & Enter,,1,1,,,,,,,,,1
UNIVERSITY OF CALGARY,Commercial Break & Enter,,,1,2,1,2,,,1,2,2,
UNIVERSITY OF CALGARY,Theft OF Vehicle,2,,,2,1,1,,3,3,2,3,1
UNIVERSITY OF CALGARY,Theft FROM Vehicle,3,7,3,6,3,3,2,3,8,5,4,3
UNIVERSITY OF CALGARY,Social Disorder,11,14,11,15,12,8,4,10,15,7,7,10
UNIVERSITY OF CALGARY,Physical Disorder,1,3,1,2,1,1,,,,,1,1
,,,,,,,,,,,,,
UPPER MOUNT ROYAL,Assault (Non-domestic),,,,,,,,1,1,,1,1
UPPER MOUNT ROYAL,Commercial Robbery,,,,,,,,,,,,
UPPER MOUNT ROYAL,Street Robbery,,,,,,,,,,,,
UPPER MOUNT ROYAL,Violence  'Other' (Non-domestic),,,,,,,,1,,1,,1
UPPER MOUNT ROYAL,Residential Break & Enter,2,3,2,,2,4,1,1,4,3,3,2
UPPER MOUNT ROYAL,Commercial Break & Enter,1,,1,1,,1,,,,,,
UPPER MOUNT ROYAL,Theft OF Vehicle,,,2,1,,,1,1,2,1,3,1
UPPER MOUNT ROYAL,Theft FROM Vehicle,1,1,1,,4,2,,6,6,5,7,1
UPPER MOUNT ROYAL,Social Disorder,10,6,10,9,19,11,10,19,19,16,15,5
UPPER MOUNT ROYAL,Physical Disorder,1,,2,2,4,,2,3,2,3,3,
,,,,,,,,,,,,,
VALLEY RIDGE,Assault (Non-domestic),1,1,,,,,,,,,,
VALLEY RIDGE,Commercial Robbery,,,,,,,,,,,,
VALLEY RIDGE,Street Robbery,,,,,,,,,,,1,
VALLEY RIDGE,Violence  'Other' (Non-domestic),,,,,,,,,,,,
VALLEY RIDGE,Residential Break & Enter,1,2,2,1,1,,3,,,,2,
VALLEY RIDGE,Commercial Break & Enter,,1,,2,,,,,,,,1
VALLEY RIDGE,Theft OF Vehicle,2,,,2,1,,,2,2,,2,
VALLEY RIDGE,Theft FROM Vehicle,1,2,3,4,2,,3,2,,4,1,4
VALLEY RIDGE,Social Disorder,4,6,8,22,13,10,17,20,11,12,6,6
VALLEY RIDGE,Physical Disorder,1,,,,1,,1,1,,,,1
,,,,,,,,,,,,,
VALLEYFIELD,Assault (Non-domestic),,,,,1,,,1,,,,
VALLEYFIELD,Commercial Robbery,,,,,,,,,,,,
VALLEYFIELD,Street Robbery,,1,,,,,,,,,,
VALLEYFIELD,Violence  'Other' (Non-domestic),,,,,,,,,,,,
VALLEYFIELD,Residential Break & Enter,,,,,,,,,,,,
VALLEYFIELD,Commercial Break & Enter,10,,,,1,,,2,,1,,
VALLEYFIELD,Theft OF Vehicle,,1,1,,1,2,1,1,1,1,,2
VALLEYFIELD,Theft FROM Vehicle,,,2,1,,1,,,1,,1,5
VALLEYFIELD,Social Disorder,10,7,8,11,19,13,13,8,12,7,8,7
VALLEYFIELD,Physical Disorder,,1,,1,4,1,1,,2,1,2,2
,,,,,,,,,,,,,
VARSITY,Assault (Non-domestic),2,2,,3,1,2,1,1,1,1,3,4
VARSITY,Commercial Robbery,,,,,2,,,,,,,
VARSITY,Street Robbery,,1,,,,,,2,,,,1
VARSITY,Violence  'Other' (Non-domestic),1,2,1,1,1,,1,,,,1,
VARSITY,Residential Break & Enter,2,,1,1,1,3,5,4,2,3,1,2
VARSITY,Commercial Break & Enter,4,1,1,2,3,3,1,1,2,7,1,
VARSITY,Theft OF Vehicle,4,1,,1,2,2,3,2,4,5,7,1
VARSITY,Theft FROM Vehicle,5,6,4,7,11,13,1,12,6,9,10,6
VARSITY,Social Disorder,41,25,36,39,45,45,54,32,38,28,29,26
VARSITY,Physical Disorder,4,5,2,6,4,6,4,5,2,1,4,4
,,,,,,,,,,,,,
VISTA HEIGHTS,Assault (Non-domestic),,,,1,1,,,,1,,1,1
VISTA HEIGHTS,Commercial Robbery,,1,,,,,,1,,,,
VISTA HEIGHTS,Street Robbery,,,,1,,,,,,,,
VISTA HEIGHTS,Violence  'Other' (Non-domestic),1,,,1,,1,,1,,,,
VISTA HEIGHTS,Residential Break & Enter,2,2,1,1,1,1,,,1,,,1
VISTA HEIGHTS,Commercial Break & Enter,2,1,1,1,3,1,,,2,1,,2
VISTA HEIGHTS,Theft OF Vehicle,2,2,3,1,2,1,,,1,2,2,3
VISTA HEIGHTS,Theft FROM Vehicle,4,2,5,3,4,3,3,3,2,3,2,5
VISTA HEIGHTS,Social Disorder,28,27,16,34,21,40,34,28,30,24,25,17
VISTA HEIGHTS,Physical Disorder,2,,1,1,,2,,1,1,2,2,4
,,,,,,,,,,,,,
WALDEN,Assault (Non-domestic),,,,,,,,,,,,
WALDEN,Commercial Robbery,,,,,,,,,,,,
WALDEN,Street Robbery,,,,,,,,,,,,
WALDEN,Violence  'Other' (Non-domestic),1,,1,,,,,,,,1,
WALDEN,Residential Break & Enter,,,,,,,2,3,3,2,,1
WALDEN,Commercial Break & Enter,,1,1,,,1,,,,,,
WALDEN,Theft OF Vehicle,,,,1,,,,2,1,1,3,4
WALDEN,Theft FROM Vehicle,1,3,1,3,2,2,,2,2,2,,8
WALDEN,Social Disorder,8,5,9,11,8,13,7,15,8,9,11,13
WALDEN,Physical Disorder,2,,,3,,,,,,,,
,,,,,,,,,,,,,
WEST HILLHURST,Assault (Non-domestic),,,,,,,,1,,,2,
WEST HILLHURST,Commercial Robbery,,,,,,,,,,,,
WEST HILLHURST,Street Robbery,,,,,,,,,,1,,
WEST HILLHURST,Violence  'Other' (Non-domestic),,1,,,1,,,,,,,
WEST HILLHURST,Residential Break & Enter,4,2,7,10,9,6,7,4,7,2,8,4
WEST HILLHURST,Commercial Break & Enter,1,2,3,2,1,,,,3,3,,3
WEST HILLHURST,Theft OF Vehicle,2,3,4,5,2,2,3,2,4,4,1,1
WEST HILLHURST,Theft FROM Vehicle,1,2,7,4,6,8,3,4,8,8,12,11
WEST HILLHURST,Social Disorder,39,20,33,34,26,38,40,36,26,32,29,21
WEST HILLHURST,Physical Disorder,2,5,2,4,2,1,1,2,3,1,,2
,,,,,,,,,,,,,
WEST SPRINGS,Assault (Non-domestic),,,,,,,,,,,,
WEST SPRINGS,Commercial Robbery,,,,1,,,,,,,,
WEST SPRINGS,Street Robbery,,,,,,,,,,,,
WEST SPRINGS,Violence  'Other' (Non-domestic),,,,,,1,,,,,,1
WEST SPRINGS,Residential Break & Enter,1,1,,1,,4,1,2,1,,3,2
WEST SPRINGS,Commercial Break & Enter,,,,1,,,,,,1,,
WEST SPRINGS,Theft OF Vehicle,,1,1,1,1,3,1,,,,1,
WEST SPRINGS,Theft FROM Vehicle,3,4,2,2,7,4,1,5,5,1,1,10
WEST SPRINGS,Social Disorder,13,6,20,13,15,13,13,14,15,14,25,11
WEST SPRINGS,Physical Disorder,,,1,2,,,,1,1,4,7,6
,,,,,,,,,,,,,
WESTGATE,Assault (Non-domestic),,,,,,,,,,,,
WESTGATE,Commercial Robbery,,,,,,,,,,,,
WESTGATE,Street Robbery,,,,,,,,,,,,
WESTGATE,Violence  'Other' (Non-domestic),,,,,,,,,,,,
WESTGATE,Residential Break & Enter,2,5,1,4,1,,1,,,,1,
WESTGATE,Commercial Break & Enter,1,,,1,,,,,,,,
WESTGATE,Theft OF Vehicle,,,1,,,2,1,1,,,1,
WESTGATE,Theft FROM Vehicle,1,4,,1,6,2,,1,1,2,2,3
WESTGATE,Social Disorder,11,10,11,13,13,10,10,13,12,12,9,8
WESTGATE,Physical Disorder,,1,,,1,2,,1,2,,,1
,,,,,,,,,,,,,
WESTWINDS,Assault (Non-domestic),1,1,,1,1,1,,3,,2,1,
WESTWINDS,Commercial Robbery,,,,1,1,,,,,,,
WESTWINDS,Street Robbery,1,,1,,,,,,,1,,
WESTWINDS,Violence  'Other' (Non-domestic),,,1,2,,4,2,,1,1,,1
WESTWINDS,Residential Break & Enter,,,,,,,,,,,,
WESTWINDS,Commercial Break & Enter,,1,4,,,,,,1,1,6,
WESTWINDS,Theft OF Vehicle,4,1,1,1,1,5,,1,2,,7,6
WESTWINDS,Theft FROM Vehicle,2,4,1,1,3,2,2,,3,3,6,8
WESTWINDS,Social Disorder,29,39,58,58,51,39,54,76,60,46,36,31
WESTWINDS,Physical Disorder,,1,,3,,3,2,4,2,2,1,3
,,,,,,,,,,,,,
WHITEHORN,Assault (Non-domestic),3,2,5,2,4,1,1,2,5,3,2,1
WHITEHORN,Commercial Robbery,,,1,,,,2,,,1,,
WHITEHORN,Street Robbery,2,,1,,,,,3,,2,,
WHITEHORN,Violence  'Other' (Non-domestic),2,,3,,2,1,3,,3,,1,3
WHITEHORN,Residential Break & Enter,3,3,4,2,1,4,1,3,4,4,4,2
WHITEHORN,Commercial Break & Enter,,1,,,,2,1,,2,,,1
WHITEHORN,Theft OF Vehicle,4,7,5,4,12,3,4,6,8,7,9,8
WHITEHORN,Theft FROM Vehicle,2,5,2,6,11,5,14,3,8,3,6,8
WHITEHORN,Social Disorder,62,43,56,77,76,67,78,75,59,71,58,49
WHITEHORN,Physical Disorder,3,6,4,5,8,7,7,2,4,8,8,5
,,,,,,,,,,,,,
WILDWOOD,Assault (Non-domestic),,1,,1,,,,,,,1,
WILDWOOD,Commercial Robbery,1,,1,2,,,,,,,,
WILDWOOD,Street Robbery,,,,,,,,,,,,
WILDWOOD,Violence  'Other' (Non-domestic),,,,,,1,,1,,,,
WILDWOOD,Residential Break & Enter,,1,,1,1,3,2,2,1,1,3,
WILDWOOD,Commercial Break & Enter,,,,,,,,,,,,
WILDWOOD,Theft OF Vehicle,,2,3,1,,,,1,,1,,
WILDWOOD,Theft FROM Vehicle,,2,5,4,2,,6,1,3,4,3,3
WILDWOOD,Social Disorder,7,11,8,12,16,13,12,10,12,5,18,3
WILDWOOD,Physical Disorder,2,1,1,,,2,1,,3,,1,2
,,,,,,,,,,,,,
WILLOW PARK,Assault (Non-domestic),1,1,,,2,3,,1,2,4,1,3
WILLOW PARK,Commercial Robbery,1,,,,,,,,,,,1
WILLOW PARK,Street Robbery,,,1,,,,,,,1,1,
WILLOW PARK,Violence  'Other' (Non-domestic),,,,,1,1,1,,,,,2
WILLOW PARK,Residential Break & Enter,,3,5,2,3,2,3,3,3,2,2,2
WILLOW PARK,Commercial Break & Enter,,,1,3,1,,,2,4,,,3
WILLOW PARK,Theft OF Vehicle,,1,1,2,2,2,4,,1,7,2,4
WILLOW PARK,Theft FROM Vehicle,1,5,6,7,6,3,9,9,6,8,8,10
WILLOW PARK,Social Disorder,36,35,49,48,50,35,56,43,43,35,22,30
WILLOW PARK,Physical Disorder,3,4,3,4,1,2,2,1,2,2,2,2
,,,,,,,,,,,,,
WINDSOR PARK,Assault (Non-domestic),,,,,,,,1,,1,1,
WINDSOR PARK,Commercial Robbery,,,,,,,,,,,,
WINDSOR PARK,Street Robbery,,,,,,,,,,,,
WINDSOR PARK,Violence  'Other' (Non-domestic),1,,,,,,,,,,,1
WINDSOR PARK,Residential Break & Enter,3,5,2,1,,1,3,4,1,1,2,1
WINDSOR PARK,Commercial Break & Enter,4,2,3,,1,2,,,,1,2,1
WINDSOR PARK,Theft OF Vehicle,1,,2,2,1,1,2,,1,2,2,2
WINDSOR PARK,Theft FROM Vehicle,5,3,7,3,4,4,2,1,7,3,6,4
WINDSOR PARK,Social Disorder,24,29,38,27,54,40,27,42,30,34,35,19
WINDSOR PARK,Physical Disorder,,,2,2,,2,2,3,1,3,5,3
,,,,,,,,,,,,,
WINSTON HEIGHTS/MOUNTVIEW,Assault (Non-domestic),2,2,,1,,2,1,1,1,1,,1
WINSTON HEIGHTS/MOUNTVIEW,Commercial Robbery,,,,,,,,1,,,,
WINSTON HEIGHTS/MOUNTVIEW,Street Robbery,,,,,,,,,,,,
WINSTON HEIGHTS/MOUNTVIEW,Violence  'Other' (Non-domestic),1,,1,,,2,1,,,,,1
WINSTON HEIGHTS/MOUNTVIEW,Residential Break & Enter,2,4,1,,2,2,2,2,,2,8,2
WINSTON HEIGHTS/MOUNTVIEW,Commercial Break & Enter,2,4,2,,,1,,,1,1,2,1
WINSTON HEIGHTS/MOUNTVIEW,Theft OF Vehicle,3,,4,4,2,1,3,,3,4,2,4
WINSTON HEIGHTS/MOUNTVIEW,Theft FROM Vehicle,5,7,4,5,5,4,10,3,4,2,4,
WINSTON HEIGHTS/MOUNTVIEW,Social Disorder,24,31,21,37,26,29,38,48,38,25,25,25
WINSTON HEIGHTS/MOUNTVIEW,Physical Disorder,3,2,6,1,4,5,,1,4,1,2,1
,,,,,,,,,,,,,
WOODBINE,Assault (Non-domestic),,1,1,,1,,1,1,,,,
WOODBINE,Commercial Robbery,,,,,,,,,,,,
WOODBINE,Street Robbery,1,,,,1,,,,,,1,
WOODBINE,Violence  'Other' (Non-domestic),,,,,1,,,,,,,
WOODBINE,Residential Break & Enter,2,3,8,2,3,2,1,3,2,,1,1
WOODBINE,Commercial Break & Enter,,,,,,,,,,,,
WOODBINE,Theft OF Vehicle,1,,1,4,2,1,2,1,1,3,,1
WOODBINE,Theft FROM Vehicle,6,5,4,,2,2,11,4,3,9,3,2
WOODBINE,Social Disorder,19,19,30,19,23,23,29,30,14,21,14,13
WOODBINE,Physical Disorder,1,3,2,1,2,2,2,2,2,3,1,2
,,,,,,,,,,,,,
WOODLANDS,Assault (Non-domestic),,,,1,1,2,2,4,3,4,3,1
WOODLANDS,Commercial Robbery,,,,,,,,,,,,
WOODLANDS,Street Robbery,,,,,,,,1,,,1,
WOODLANDS,Violence  'Other' (Non-domestic),1,1,1,,1,,1,,1,,2,
WOODLANDS,Residential Break & Enter,2,3,1,3,3,7,2,2,3,,1,
WOODLANDS,Commercial Break & Enter,,1,,,,,,,,,,
WOODLANDS,Theft OF Vehicle,,3,1,,,1,,2,1,1,1,3
WOODLANDS,Theft FROM Vehicle,1,1,1,4,5,,4,5,4,2,1,1
WOODLANDS,Social Disorder,14,26,23,30,36,44,38,26,38,32,23,16
WOODLANDS,Physical Disorder,6,2,1,3,,1,1,3,,,,
,,,,,,,,,,,,,
01B,Assault (Non-domestic),,,,,,,,,,,,
01B,Commercial Robbery,,,,,,,,,,,,
01B,Street Robbery,,,,,,,,,,,,
